;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;222,1900764;270,1097365;286,9617944;279,9713275;252,276717;224,1749648;204,0917215;197,544783;195,6519276;193,987233;191,595109;190,3927495;188,9442671;186,028402;182,1000795;180,366378;;;;;;;;;;;;;;;;;;;185,7842549;202,4660833;230,7231119;253,7193073;253,5134906;224,6147429;187,7324179;;216,74;1;5,19;5,19
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;233,7444046;286,3826114;324,8961402;336,9389335;327,0687948;307,8078889;292,7212269;281,5324611;278,2096646;273,2855161;272,6915267;271,8984914;270,5077705;268,114948;263,0935595;260,0564129;259,0398673;258,2251098;257,4089895;257,4089895;256,5914961;256,1822313;256,1822313;256,386907;256,5914961;256,7959987;257,000415;257,2047452;257,8172206;258,2251098;259,2433449;260,4624437;263,0935595;266,7139651;272,4933805;279,1890751;285,9961561;288,8881052;272,8895979;234,6037355;189,6692847;;268,86;2;5,19;10,37
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;240,9953595;299,3686976;338,0072208;364,2187114;366,7908764;362,8434465;347,7260512;342,2643281;339,0738918;331,5728165;330,8541728;326,5262913;325,4399658;321,0768207;319,0673273;316,1332672;313,1857148;312,0768422;311,7067839;311,3365076;311,1512876;311,1512876;311,3365076;311,5216731;312,0768422;312,816307;313,3703379;314,4769485;315,9494436;317,4185611;319,0673273;322,8982984;325,8022703;329,9548042;331,9318561;337,8292855;336,7607276;329,2344535;298,8018516;252,276717;202,4660833;;318,01;3;5,19;15,56
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;246,8794533;307,0624564;348,603159;376,6596846;385,0734883;384,9060312;381,7180625;375,1361404;371,0594357;366,7908764;363,8751212;359,2217869;359,0489035;356,4509657;351,5775668;350,5291363;348,427821;346,1446102;344,9122278;344,5597344;345,0884104;345,6167018;346,3204948;346,8478947;347,550504;348,7784553;350,1793308;351,2282539;352,1012299;354,0182037;356,1039055;359,7402047;366,1057833;370,0370507;373,9492052;374,7971914;373,2701824;361,8104084;327,249532;270,3087917;208,6972843;;348,74;4;5,19;20,75
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;248,9627185;309,8532098;352,450135;383,0618265;395,3930277;398,3664993;395,0620289;392,0774517;388,5825545;381,3817868;380,5405092;375,8136191;374,4581023;371,7403075;370,2075383;365,9344175;363,5313805;361,4657578;361,4657578;360,9484952;360,7759977;362,8434465;362,1549065;362,6713684;364,0469351;364,3904502;367,3043086;368,8426238;370,3779898;373,439991;376,3213625;377,3359136;383,3974344;388,9160075;391,4128352;395,0620289;391,0803377;376,4905409;339,4290917;276,4422143;213,2471224;;363,35;5;5,19;25,93
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;250,2082122;310,9660127;358,3569808;387,0804219;400,0141791;401,4945275;400,6724101;395,3930277;390,9140415;387,7483592;383,0618265;380,2037619;378,5179885;375,9829017;374,2885051;372,0805288;368,671846;365,5915745;365,4200972;367,1332014;367,8174098;368,671846;367,4753791;366,4484038;368,8426238;371,7403075;373,6097644;374,7971914;377,6738211;381,0453768;385,2409125;386,2447704;389,582529;396,0546557;402,3159023;402,1516865;400,3433544;382,054204;341,2024335;282,7003906;216,1759043;;368,68;6;5,19;31,12
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;251,8637413;315,9494436;361,8104084;389,4159466;402,8083721;407,5553521;405,4304167;402,4800884;399,3554685;395,2275437;391,0803377;386,5791285;383,2296471;381,2135987;380,0353375;375,1361404;374,1188727;371,910436;370,5484053;369,525371;370,3779898;370,5484053;372,0805288;372,5905935;375,1361404;375,9829017;377,8427232;380,7088321;383,0618265;386,0775424;388,9160075;392,5755837;395,3930277;402,4800884;404,1203303;404,1203303;401,9874413;385,408304;341,2024335;280,1667143;218,1907537;;373,03;7;5,19;36,31
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;254,541688;318,7012975;364,0469351;395,3930277;408,6975381;410,3268148;408,5344543;407,5553521;404,6118313;398,8611197;395,3930277;391,5790366;389,7490795;386,4119657;383,5651885;380,0353375;377,3359136;375,6443017;373,9492052;372,7605439;372,4206075;374,7971914;374,6276644;374,4581023;375,8136191;378,1804245;381,7180625;383,0618265;385,5756626;387,7483592;390,9140415;395,7239032;401,4945275;405,7576475;408,5344543;409,1866188;405,5940466;385,0734883;339,4290917;275,2606556;214,150641;;376,03;8;5,19;41,49
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;258,8363051;319,4331509;366,4484038;397,0461776;410,4895869;413,9013348;410,6523309;410,4895869;407,0654145;402,8083721;400,1787817;395,2275437;391,7452065;389,582529;386,9133566;383,9005973;381,0453768;378,6867192;377,3359136;375,9829017;375,8136191;375,6443017;375,9829017;376,8287937;378,6867192;381,3817868;383,9005973;384,5710184;387,7483592;390,581354;393,2393211;398,8611197;404,2841932;408,8605934;410,8150467;411,140394;408,371342;386,0775424;338,896225;273,2855161;208,9260767;;378,33;9;5,19;46,68
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;180,6146232;259,4467381;323,4437617;367,6464128;399,8495464;412,4406627;416,330826;414,2256242;411,3030255;410,0011859;407,0654145;402,4800884;398,3664993;394,7309066;392,0774517;388,9160075;386,0775424;383,5651885;381,5499414;380,0353375;378,1804245;377,8427232;376,6596846;378,011591;379,5298608;381,2135987;382,7260857;384,0682521;385,2409125;385,9102818;391,5790366;397,3764405;401,4945275;409,5125306;410,1640145;413,0901277;412,2782269;410,3268148;387,9152627;339,251514;272,6915267;208,0100702;;375,55;10;5,19;51,87
